category_name,category_ref,service_name,service_ref,aws_0_name,aws_0_ref,aws_0_icon,azure_0_name,azure_0_ref,azure_0_icon,google_0_name,google_0_ref,google_0_icon,ibm_0_name,ibm_0_ref,ibm_0_icon,oracle_0_name,oracle_0_ref,oracle_0_icon,alibaba_0_name,alibaba_0_ref,alibaba_0_icon,alibaba_1_name,alibaba_1_ref,alibaba_1_icon,ibm_1_name,ibm_1_ref,ibm_1_icon,ibm_2_name,ibm_2_ref,ibm_2_icon,aws_1_name,aws_1_ref,aws_1_icon,azure_1_name,azure_1_ref,azure_1_icon,azure_2_name,azure_2_ref,azure_2_icon,oracle_1_name,oracle_1_ref,oracle_1_icon,google_1_name,google_1_ref,google_1_icon,azure_3_name,azure_3_ref,azure_3_icon,azure_4_name,azure_4_ref,azure_4_icon,ibm_3_name,ibm_3_ref,ibm_3_icon,ibm_4_name,ibm_4_ref,ibm_4_icon,alibaba_2_name,alibaba_2_ref,alibaba_2_icon,alibaba_3_name,alibaba_3_ref,alibaba_3_icon,aws_2_name,aws_2_ref,aws_2_icon,aws_3_name,aws_3_ref,aws_3_icon,aws_4_name,aws_4_ref,aws_4_icon,aws_5_name,aws_5_ref,aws_5_icon,aws_6_name,aws_6_ref,aws_6_icon,google_2_name,google_2_ref,google_2_icon,google_3_name,google_3_ref,google_3_icon,oracle_2_name,oracle_2_ref,oracle_2_icon,oracle_3_name,oracle_3_ref,oracle_3_icon,google_4_name,google_4_ref,google_4_icon,google_5_name,google_5_ref,google_5_icon,ibm_5_name,ibm_5_ref,ibm_5_icon,ibm_6_name,ibm_6_ref,ibm_6_icon,aws_name,aws_ref,aws_icon,azure_name,azure_ref,azure_icon,google_name,google_ref,google_icon,ibm_name,ibm_ref,ibm_icon,alibaba_name,alibaba_ref,alibaba_icon,oracle_name,oracle_ref,oracle_icon
Compute,,App Development/ Deployment (Java /.Net /PHP /Python),https://en.wikipedia.org/wiki/Platform_as_a_service,AWS Elastic Beanstalk,https://aws.amazon.com/documentation/elastic-beanstalk/,Compute_AWSElasticBeanstalk_application.png,Azure Web Apps,https://azure.microsoft.com/en-in/services/app-service/web/,Azure App Service - Web App (was Websites).png,Google App engine,https://cloud.google.com/appengine/,App-Engine.png,Cloud Foundry Apps,https://www.ibm.com/cloud/cloud-foundry,cloud-foundry-apps.png,Application Container Cloud,https://cloud.oracle.com/acc,applicationcontainer.png,Enterprise Distributed Application Service,https://www.alibabacloud.com/product/edas,alibaba.png,,,,,,,,,,,,,Azure Cloud Services,https://azure.microsoft.com/en-in/services/cloud-services/,Azure Cloud Services - Web roles.png,,,,Java Cloud Service,https://cloud.oracle.com/en_US/java,applicationcontainer.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AWS Elastic Beanstalk,https://aws.amazon.com/documentation/elastic-beanstalk/,Compute_AWSElasticBeanstalk_application.png,Azure Web Apps<br/>Azure Cloud Services,https://azure.microsoft.com/en-in/services/app-service/web/<br/>https://azure.microsoft.com/en-in/services/cloud-services/,Azure App Service - Web App (was Websites).png<br/>Azure Cloud Services - Web roles.png,Google App engine,https://cloud.google.com/appengine/,App-Engine.png,Cloud Foundry Apps,https://www.ibm.com/cloud/cloud-foundry,cloud-foundry-apps.png,Enterprise Distributed Application Service,https://www.alibabacloud.com/product/edas,alibaba.png,Application Container Cloud<br/>Java Cloud Service,https://cloud.oracle.com/acc<br/>https://cloud.oracle.com/en_US/java,applicationcontainer.png<br/>applicationcontainer.png
Compute,,Event Driven Computing,,AWS Lambda,,Compute_AWSLambda.png,Azure Functions,https://azure.microsoft.com/en-in/services/functions/,Azure Functions.png,Cloud Functions,https://cloud.google.com/functions/,Cloud-Functions.png,IBM Cloud Functions,https://www.ibm.com/cloud/functions,ibm-cloud-functions.png,Oracle Functions,,compute.png,Function Compute,https://www.alibabacloud.com/product/function-compute,ecs.png,,,,,,,,,,,,,Event Grid,https://azure.microsoft.com/en-us/services/event-grid/,Azure Event Grid.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AWS Lambda,,Compute_AWSLambda.png,Azure Functions<br/>Event Grid,https://azure.microsoft.com/en-in/services/functions/<br/>https://azure.microsoft.com/en-us/services/event-grid/,Azure Functions.png<br/>Azure Event Grid.png,Cloud Functions,https://cloud.google.com/functions/,Cloud-Functions.png,IBM Cloud Functions,https://www.ibm.com/cloud/functions,ibm-cloud-functions.png,Function Compute,https://www.alibabacloud.com/product/function-compute,ecs.png,Oracle Functions,,compute.png
Storage,,Object Storage,https://,Amazon Simple Storage Service (S3),https://aws.amazon.com/documentation/s3/,Storage-Content-Delivery_AmazonS3_bucket.png,Azure Blob Storage,https://azure.microsoft.com/en-in/services/storage/blobs/,Azure Storage - Blob.png,Cloud Storage,https://cloud.google.com/storage/,Cloud-Storage.png,Cloud Object Storage,https://cloud.ibm.com/docs/services/cloud-object-storage?topic=cloud-object-storage-about-ibm-cloud-object-storage,ibmcloud.png,Object Storage,https://cloud.oracle.com/storage,storage.png,Object Storage Service,https://www.alibabacloud.com/product/oss,OSS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon Simple Storage Service (S3),https://aws.amazon.com/documentation/s3/,Storage-Content-Delivery_AmazonS3_bucket.png,Azure Blob Storage,https://azure.microsoft.com/en-in/services/storage/blobs/,Azure Storage - Blob.png,Cloud Storage,https://cloud.google.com/storage/,Cloud-Storage.png,Cloud Object Storage,https://cloud.ibm.com/docs/services/cloud-object-storage?topic=cloud-object-storage-about-ibm-cloud-object-storage,ibmcloud.png,Object Storage Service,https://www.alibabacloud.com/product/oss,OSS.png,Object Storage,https://cloud.oracle.com/storage,storage.png
Storage,,Virtual Machine Disk Storage,http://##,Amazon Elastic Block Storage (EBS),https://aws.amazon.com/ebs/,Storage-Content-Delivery_AmazonEBS.png,Azure Page Blobs / Premium Storage,https://azure.microsoft.com/en-in/services/storage/disks/,VHD data disk.png,Persistent Disk,https://cloud.google.com/persistent-disk/,Persistent-Disk.png,Block Storage,https://cloud.ibm.com/docs/infrastructure/BlockStorage?topic=BlockStorage-About#getting-started-with-block-storage,ibmcloud.png,Block Storage,https://cloud.oracle.com/en_US/storage/object-storage/features,storage.png,Block Storage,,OSS.png,,,,Block Storage for VPC,https://cloud.ibm.com/docs/vpc-on-classic-block-storage?topic=vpc-on-classic-block-storage-getting-started,ibmcloud.png,,,,,,,Managed Disks,https://azure.microsoft.com/en-us/services/managed-disks/,VHD data disk.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon Elastic Block Storage (EBS),https://aws.amazon.com/ebs/,Storage-Content-Delivery_AmazonEBS.png,Azure Page Blobs / Premium Storage<br/>Managed Disks,https://azure.microsoft.com/en-in/services/storage/disks/<br/>https://azure.microsoft.com/en-us/services/managed-disks/,VHD data disk.png<br/>VHD data disk.png,Persistent Disk,https://cloud.google.com/persistent-disk/,Persistent-Disk.png,Block Storage<br/>Block Storage for VPC,https://cloud.ibm.com/docs/infrastructure/BlockStorage?topic=BlockStorage-About#getting-started-with-block-storage<br/>https://cloud.ibm.com/docs/vpc-on-classic-block-storage?topic=vpc-on-classic-block-storage-getting-started,ibmcloud.png<br/>ibmcloud.png,Block Storage,,OSS.png,Block Storage,https://cloud.oracle.com/en_US/storage/object-storage/features,storage.png
Storage,,File Storage (SMB Compatible),https://en.wikipedia.org/wiki/Network-attached_storage,Amazon Elastic File System (EFS),https://aws.amazon.com/efs/pricing/,Storage-Content-Delivery_AmazonEFS.png,Azure File Storage,https://azure.microsoft.com/en-in/services/storage/files/,Azure Storage - Files.png,File Store,http://cloud.google.com/filestore,Persistent-Disk.png,File Storage,https://cloud.ibm.com/docs/infrastructure/FileStorage?topic=FileStorage-about#getting-started-with-file-storage,ibmcloud.png,Oracle Cloud Infrastructure File Storage,https://cloud.oracle.com/storage/file-storage/features,storage.png,NAS File Storage,https://www.alibabacloud.com/product/nas,nas.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon Elastic File System (EFS),https://aws.amazon.com/efs/pricing/,Storage-Content-Delivery_AmazonEFS.png,Azure File Storage,https://azure.microsoft.com/en-in/services/storage/files/,Azure Storage - Files.png,File Store,http://cloud.google.com/filestore,Persistent-Disk.png,File Storage,https://cloud.ibm.com/docs/infrastructure/FileStorage?topic=FileStorage-about#getting-started-with-file-storage,ibmcloud.png,NAS File Storage,https://www.alibabacloud.com/product/nas,nas.png,Oracle Cloud Infrastructure File Storage,https://cloud.oracle.com/storage/file-storage/features,storage.png
Storage,,Long Term Cold Storage,https://en.wikipedia.org/wiki/Platform_as_a_service,Amazon Glacier,https://aws.amazon.com/glacier/,Storage-Content-Delivery_AmazonGlacier.png,Azure Archive Storage,https://azure.microsoft.com/en-us/services/storage/archive/,Azure Storage.png,Cloud Storage,https://cloud.google.com/storage/,Cloud-Storage.png,Object Storage-ColdVault,https://www.ibm.com/cloud/object-storage,ibmcloud.png,Archive Storage,https://cloud.oracle.com/storage-classic/archive-storage/features,storage.png,Object Storage Archive,https://www.alibabacloud.com/product/oss,OSS.png,,,,Archive,https://cloud.ibm.com/docs/infrastructure/cloud-object-storage-infrastructure?topic=cloud-object-storage-infrastructure-archiving-data,ibmcloud.png,,,,,,,Azure Cool Storage,https://azure.microsoft.com/en-in/pricing/details/storage/blobs/,Azure Storage.png,,,,,,,Archival Storage (NEARLINE & COLDLINE),https://cloud.google.com/storage/archival/,Cloud-Storage.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon Glacier,https://aws.amazon.com/glacier/,Storage-Content-Delivery_AmazonGlacier.png,Azure Archive Storage<br/>Azure Cool Storage,https://azure.microsoft.com/en-us/services/storage/archive/<br/>https://azure.microsoft.com/en-in/pricing/details/storage/blobs/,Azure Storage.png<br/>Azure Storage.png,Cloud Storage<br/>Archival Storage (NEARLINE & COLDLINE),https://cloud.google.com/storage/<br/>https://cloud.google.com/storage/archival/,Cloud-Storage.png<br/>Cloud-Storage.png,Object Storage-ColdVault<br/>Archive,https://www.ibm.com/cloud/object-storage<br/>https://cloud.ibm.com/docs/infrastructure/cloud-object-storage-infrastructure?topic=cloud-object-storage-infrastructure-archiving-data,ibmcloud.png<br/>ibmcloud.png,Object Storage Archive,https://www.alibabacloud.com/product/oss,OSS.png,Archive Storage,https://cloud.oracle.com/storage-classic/archive-storage/features,storage.png
Storage,,Hybrid Storage/Storage Gateway,https://en.wikipedia.org/wiki/Cloud_storage_gateway,AWS Storage Gateway,https://aws.amazon.com/storagegateway/details/,Storage-Content-Delivery_AWSStorageGateway.png,Azure Storsimple,https://azure.microsoft.com/en-in/services/storsimple/,Azure StorSimple.png,,,none.png,,,none.png,Storage Software Appliance,https://cloud.oracle.com/en_US/storage-classic/storage-appliance/features/,storage.png,Hybrid Cloud Storage Array,https://www.alibabacloud.com/product/storage-array,alibaba.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AWS Storage Gateway,https://aws.amazon.com/storagegateway/details/,Storage-Content-Delivery_AWSStorageGateway.png,Azure Storsimple,https://azure.microsoft.com/en-in/services/storsimple/,Azure StorSimple.png,,,none.png,,,none.png,Hybrid Cloud Storage Array,https://www.alibabacloud.com/product/storage-array,alibaba.png,Storage Software Appliance,https://cloud.oracle.com/en_US/storage-classic/storage-appliance/features/,storage.png
Database,https://en.wikipedia.org/wiki/Database,Relational Database Management Service,https://en.wikipedia.org/wiki/Relational_database_management_system,Amazon Aurora,https://aws.amazon.com/rds/aurora/details/,aws.png,Azure SQL Database,https://azure.microsoft.com/en-in/services/sql-database/,Azure SQL Database.png,Cloud SQL,https://cloud.google.com/sql/,Cloud-SQL.png,Db2,https://cloud.ibm.com/catalog/services/db2,ibmcloud.png,DBaaS,https://cloud.oracle.com/database,database.png,ApsaraDB for RDS MYSQL,https://www.alibabacloud.com/product/apsaradb-for-rds/,rds.png,ApsaraDB for RDS SQL Server,https://www.alibabacloud.com/product/apsaradb-for-rds/,rds.png,Db2 Hosted,https://cloud.ibm.com/catalog/services/db2-hosted,ibmcloud.png,Informix,https://cloud.ibm.com/catalog/services/informix,ibmcloud.png,Amazon RDS,https://aws.amazon.com/rds/,Database_AmazonRDS.png,SQL Server Stretch Database,https://azure.microsoft.com/en-us/services/sql-server-stretch-database/,Azure SQL Database.png,Azure Database for MySQL,https://azure.microsoft.com/en-us/services/mysql/,Azure SQL Database.png,MySQL Service,https://cloud.oracle.com/mysql,database.png,Cloud Spanner,https://cloud.google.com/spanner/,Cloud-Spanner.png,Azure Database for PostgresSQL,https://azure.microsoft.com/en-us/services/postgresql/,Azure SQL Database.png,Azure SQL Database Edge,https://azure.microsoft.com/en-in/services/sql-database-edge/,Azure SQL Database.png,Databases for PostgreSQL,https://cloud.ibm.com/catalog/services/databases-for-postgresql,ibmcloud.png,Compose for MySQL(Beta),https://cloud.ibm.com/catalog/services/compose-for-mysql,ibmcloud.png,ApsaraDB for RDS PostgreSQL,https://www.alibabacloud.com/product/apsaradb-for-rds/,rds.png,Distributed Relational Database Service (DRDS) ,https://www.alibabacloud.com/product/drds?spm=a3c0i.11270126.675768.dnavproductsd7.6c8668dcRLNbeB,rds.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon Aurora<br/>Amazon RDS,https://aws.amazon.com/rds/aurora/details/<br/>https://aws.amazon.com/rds/,aws.png<br/>Database_AmazonRDS.png,Azure SQL Database<br/>SQL Server Stretch Database<br/>Azure Database for MySQL<br/>Azure Database for PostgresSQL<br/>Azure SQL Database Edge,https://azure.microsoft.com/en-in/services/sql-database/<br/>https://azure.microsoft.com/en-us/services/sql-server-stretch-database/<br/>https://azure.microsoft.com/en-us/services/mysql/<br/>https://azure.microsoft.com/en-us/services/postgresql/<br/>https://azure.microsoft.com/en-in/services/sql-database-edge/,Azure SQL Database.png<br/>Azure SQL Database.png<br/>Azure SQL Database.png<br/>Azure SQL Database.png<br/>Azure SQL Database.png,Cloud SQL<br/>Cloud Spanner,https://cloud.google.com/sql/<br/>https://cloud.google.com/spanner/,Cloud-SQL.png<br/>Cloud-Spanner.png,Db2<br/>Db2 Hosted<br/>Informix<br/>Databases for PostgreSQL<br/>Compose for MySQL(Beta),https://cloud.ibm.com/catalog/services/db2<br/>https://cloud.ibm.com/catalog/services/db2-hosted<br/>https://cloud.ibm.com/catalog/services/informix<br/>https://cloud.ibm.com/catalog/services/databases-for-postgresql<br/>https://cloud.ibm.com/catalog/services/compose-for-mysql,ibmcloud.png<br/>ibmcloud.png<br/>ibmcloud.png<br/>ibmcloud.png<br/>ibmcloud.png,ApsaraDB for RDS MYSQL<br/>ApsaraDB for RDS SQL Server<br/>ApsaraDB for RDS PostgreSQL<br/>Distributed Relational Database Service (DRDS) ,https://www.alibabacloud.com/product/apsaradb-for-rds/<br/>https://www.alibabacloud.com/product/apsaradb-for-rds/<br/>https://www.alibabacloud.com/product/apsaradb-for-rds/<br/>https://www.alibabacloud.com/product/drds?spm=a3c0i.11270126.675768.dnavproductsd7.6c8668dcRLNbeB,rds.png<br/>rds.png<br/>rds.png<br/>rds.png,DBaaS<br/>MySQL Service,https://cloud.oracle.com/database<br/>https://cloud.oracle.com/mysql,database.png<br/>database.png
Database,https://en.wikipedia.org/wiki/NoSQL,Non Relational Database Management Service,https://en.wikipedia.org/wiki/NoSQL,Amazon DynamoDB,https://aws.amazon.com/dynamodb/,Database_AmazonDynamoDB.png,Azure CosmosDB,https://docs.microsoft.com/en-us/azure/cosmos-db/,Azure DocumentDB.png,Cloud Datastore,https://cloud.google.com/datastore/,Cloud-Datastore.png,Cloudant NoSQL DB,https://cloud.ibm.com/docs/services/Cloudant?topic=cloudant-overview,ibmcloud.png,NoSQL Database,https://www.oracle.com/database/nosql/index.html,NoSQL.png,Apsaradb for Mongodb,https://www.alibabacloud.com/product/apsaradb-for-mongodb,rds.png,Table Store,https://www.alibabacloud.com/product/table-store,rds.png,Compose for JanusGraph,https://cloud.ibm.com/docs/services/ComposeForJanusGraph?topic=compose-for-janusgraph-about-compose-for-janusgraph,ibmcloud.png,Databases for MongoDB,https://cloud.ibm.com/catalog/services/databases-for-mongodb,ibmcloud.png,Amazon DynamoDB Accelerator (DAX),https://aws.amazon.com/dynamodb/dax/,Database_AmazonDynamoDB.png,Table Storage,https://azure.microsoft.com/en-in/services/storage/tables/,Azure Storage - Table.png,Azure Time Series Insights,https://azure.microsoft.com/en-us/services/time-series-insights/,Azure DocumentDB.png,,,,Cloud BigTable,https://cloud.google.com/bigtable/,Cloud-Bigtable.png,,,,,,,,,,,,,,,,,,,Amazon Neptune,https://aws.amazon.com/neptune/,aws.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon DynamoDB<br/>Amazon DynamoDB Accelerator (DAX)<br/>Amazon Neptune,https://aws.amazon.com/dynamodb/<br/>https://aws.amazon.com/dynamodb/dax/<br/>https://aws.amazon.com/neptune/,Database_AmazonDynamoDB.png<br/>Database_AmazonDynamoDB.png<br/>aws.png,Azure CosmosDB<br/>Table Storage<br/>Azure Time Series Insights,https://docs.microsoft.com/en-us/azure/cosmos-db/<br/>https://azure.microsoft.com/en-in/services/storage/tables/<br/>https://azure.microsoft.com/en-us/services/time-series-insights/,Azure DocumentDB.png<br/>Azure Storage - Table.png<br/>Azure DocumentDB.png,Cloud Datastore<br/>Cloud BigTable,https://cloud.google.com/datastore/<br/>https://cloud.google.com/bigtable/,Cloud-Datastore.png<br/>Cloud-Bigtable.png,Cloudant NoSQL DB<br/>Compose for JanusGraph<br/>Databases for MongoDB,https://cloud.ibm.com/docs/services/Cloudant?topic=cloudant-overview<br/>https://cloud.ibm.com/docs/services/ComposeForJanusGraph?topic=compose-for-janusgraph-about-compose-for-janusgraph<br/>https://cloud.ibm.com/catalog/services/databases-for-mongodb,ibmcloud.png<br/>ibmcloud.png<br/>ibmcloud.png,Apsaradb for Mongodb<br/>Table Store,https://www.alibabacloud.com/product/apsaradb-for-mongodb<br/>https://www.alibabacloud.com/product/table-store,rds.png<br/>rds.png,NoSQL Database,https://www.oracle.com/database/nosql/index.html,NoSQL.png
Database,,Timeseries Database,,Amazon DynamoDB,https://aws.amazon.com/dynamodb/,Database_AmazonDynamoDB.png,Azure Time Series Insights,https://azure.microsoft.com/en-us/services/time-series-insights/,Azure DocumentDB.png,Cloud BigTable,https://cloud.google.com/bigtable/,Cloud-Bigtable.png,Informix,https://www.ibm.com/analytics/informix,ibmcloud.png,,,none.png,HiTSDB (High-Performance Time Series Database),https://www.alibabacloud.com/product/hitsdb?spm=a3c0i.11270126.675768.dnavproductsd8.6c8668dcRLNbeB,alibaba.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon DynamoDB,https://aws.amazon.com/dynamodb/,Database_AmazonDynamoDB.png,Azure Time Series Insights,https://azure.microsoft.com/en-us/services/time-series-insights/,Azure DocumentDB.png,Cloud BigTable,https://cloud.google.com/bigtable/,Cloud-Bigtable.png,Informix,https://www.ibm.com/analytics/informix,ibmcloud.png,HiTSDB (High-Performance Time Series Database),https://www.alibabacloud.com/product/hitsdb?spm=a3c0i.11270126.675768.dnavproductsd8.6c8668dcRLNbeB,alibaba.png,,,none.png
Database,,In-Memory Data Store,https://en.wikipedia.org/wiki/In-memory_database,Amazon ElastiCache,https://aws.amazon.com/elasticache/,Database_AmazonElasticCache.png,Azure RedisCache,https://azure.microsoft.com/en-in/services/cache/,Azure Cache including Redis.png,Cloud MemoryStore (Beta),https://cloud.google.com/memorystore/,Blue-Hexagon.png,Databases for Redis,https://cloud.ibm.com/catalog/services/databases-for-redis,ibmcloud.png,,,none.png,ApsaraDB for Redis,https://www.alibabacloud.com/product/apsaradb-for-redis,redis.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon ElastiCache,https://aws.amazon.com/elasticache/,Database_AmazonElasticCache.png,Azure RedisCache,https://azure.microsoft.com/en-in/services/cache/,Azure Cache including Redis.png,Cloud MemoryStore (Beta),https://cloud.google.com/memorystore/,Blue-Hexagon.png,Databases for Redis,https://cloud.ibm.com/catalog/services/databases-for-redis,ibmcloud.png,ApsaraDB for Redis,https://www.alibabacloud.com/product/apsaradb-for-redis,redis.png,,,none.png
Database,https://en.wikipedia.org/wiki/Data_warehouse,Data Warehousing,https://en.wikipedia.org/wiki/Data_warehouse,Amazon Redshift,https://aws.amazon.com/redshift/,Database_AmazonRedshift.png,Azure SQL Data Warehouse,https://azure.microsoft.com/en-in/services/sql-data-warehouse/,Azure Data Warehouse.png,BigQuery,https://cloud.google.com/bigquery/,BigQuery.png,Db2 Warehouse on Cloud,https://cloud.ibm.com/docs/services/Db2whc?topic=Db2whc-about,ibmcloud.png,Exadata,http://www.oracle.com/us/corporate/features/exadata-service/index.html,database.png,Alibaba MaxCompute ODPS,https://www.alibabacloud.com/product/maxcompute,MaxCompute.png,,,,,,,,,,,,,,,,,,,Autonomous Data Warehouse Cloud,https://cloud.oracle.com/en_US/datawarehouse/features,database.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amazon Redshift,https://aws.amazon.com/redshift/,Database_AmazonRedshift.png,Azure SQL Data Warehouse,https://azure.microsoft.com/en-in/services/sql-data-warehouse/,Azure Data Warehouse.png,BigQuery,https://cloud.google.com/bigquery/,BigQuery.png,Db2 Warehouse on Cloud,https://cloud.ibm.com/docs/services/Db2whc?topic=Db2whc-about,ibmcloud.png,Alibaba MaxCompute ODPS,https://www.alibabacloud.com/product/maxcompute,MaxCompute.png,Exadata<br/>Autonomous Data Warehouse Cloud,http://www.oracle.com/us/corporate/features/exadata-service/index.html<br/>https://cloud.oracle.com/en_US/datawarehouse/features,database.png<br/>database.png
Migration Services,,Database Migration Services,https://en.wikipedia.org/wiki/Data_migration,AWS Database Migration Service,https://aws.amazon.com/dms/,Database_AWSDatabaseMigrationService.png,Azure Database Migration Service (Preview),https://azure.microsoft.com/en-in/blog/azure-database-migration-service-announcement-at-build/,Microsoft Azure.png,,,none.png,Lift CLI,https://www.lift-cli.cloud.ibm.com/#docs,ibmcloud.png,Migrate to the Cloud,https://www.oracle.com/database/migration-to-cloud.html,storage.png,Data Transmission Service,https://www.alibabacloud.com/product/data-transmission-service,dts.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AWS Database Migration Service,https://aws.amazon.com/dms/,Database_AWSDatabaseMigrationService.png,Azure Database Migration Service (Preview),https://azure.microsoft.com/en-in/blog/azure-database-migration-service-announcement-at-build/,Microsoft Azure.png,,,none.png,Lift CLI,https://www.lift-cli.cloud.ibm.com/#docs,ibmcloud.png,Data Transmission Service,https://www.alibabacloud.com/product/data-transmission-service,dts.png,Migrate to the Cloud,https://www.oracle.com/database/migration-to-cloud.html,storage.png
Migration Services,,Server Migration Services,,AWS Server Migration Service,https://aws.amazon.com/server-migration-service/,aws.png,Site Recovery,https://docs.microsoft.com/azure/site-recovery/site-recovery-migrate-to-azure,Azure Site Recovery.png,,,none.png,,,none.png,,,none.png,Cloud Migration Tool,https://www.alibabacloud.com/help/doc-detail/62394.htm,ecs.png,,,,,,,,,,,,,Azure Websites Migration Assistant,https://azure.microsoft.com/en-us/downloads/migration-assistant/,Microsoft Azure.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AWS Server Migration Service,https://aws.amazon.com/server-migration-service/,aws.png,Site Recovery<br/>Azure Websites Migration Assistant,https://docs.microsoft.com/azure/site-recovery/site-recovery-migrate-to-azure<br/>https://azure.microsoft.com/en-us/downloads/migration-assistant/,Azure Site Recovery.png<br/>Microsoft Azure.png,,,none.png,,,none.png,Cloud Migration Tool,https://www.alibabacloud.com/help/doc-detail/62394.htm,ecs.png,,,none.png
Migration Services,,Small Scale Data Transfer Service,,AWS Import/Export,https://aws.amazon.com/documentation/elastic-beanstalk/,Storage-Content-Delivery_AWSImportExportSnowball.png,Azure Import/Export,https://azure.microsoft.com/en-in/pricing/details/storage-import-export/,Microsoft Azure.png,,,none.png,Data Transfer Service,https://cloud.ibm.com/docs/infrastructure/DataTransferService?topic=DataTransferService-about,ibmcloud.png,Data Transfer Services - Hard Disk Import,https://cloud.oracle.com/en_US/storage/data-transfer-services/features,storage.png,,,none.png,,,,Aspera High-speed Transfer,https://cloud.ibm.com/docs/services/cloud-object-storage?topic=cloud-object-storage-aspera,ibmcloud.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AWS Import/Export,https://aws.amazon.com/documentation/elastic-beanstalk/,Storage-Content-Delivery_AWSImportExportSnowball.png,Azure Import/Export,https://azure.microsoft.com/en-in/pricing/details/storage-import-export/,Microsoft Azure.png,,,none.png,Data Transfer Service<br/>Aspera High-speed Transfer,https://cloud.ibm.com/docs/infrastructure/DataTransferService?topic=DataTransferService-about<br/>https://cloud.ibm.com/docs/services/cloud-object-storage?topic=cloud-object-storage-aspera,ibmcloud.png<br/>ibmcloud.png,,,none.png,Data Transfer Services - Hard Disk Import,https://cloud.oracle.com/en_US/storage/data-transfer-services/features,storage.png
Migration Services,,Large Scale Data Transfer Solution (Petabyte Scale),,AWS Snowball,https://aws.amazon.com/snowball/,Storage-Content-Delivery_AWSImportExportSnowball.png,,,none.png,,,none.png,Mass Data Migration Service,https://cloud.ibm.com/docs/infrastructure/mass-data-migration?topic=mass-data-migration-about,ibmcloud.png,Data Transfer Services - Storage applicance import,https://cloud.oracle.com/en_US/storage/data-transfer-services/features,storage.png,Data Transport,https://www.alibabacloud.com/product/data-transport,alibaba.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AWS Snowball,https://aws.amazon.com/snowball/,Storage-Content-Delivery_AWSImportExportSnowball.png,,,none.png,,,none.png,Mass Data Migration Service,https://cloud.ibm.com/docs/infrastructure/mass-data-migration?topic=mass-data-migration-about,ibmcloud.png,Data Transport,https://www.alibabacloud.com/product/data-transport,alibaba.png,Data Transfer Services - Storage applicance import,https://cloud.oracle.com/en_US/storage/data-transfer-services/features,storage.png
